uri,cid,text,created_at,author_handle,author_did,keyword,search_query,collection_method,session_name,collected_at,lang,author_display_name,author_description,author_followers_count,author_following_count,author_posts_count,author_verified,author_created_at,author_avatar,author_banner,author_profile_fetched_at,author_account_age_days,author_posts_per_day,author_follower_following_ratio,author_influence_score,word_count,char_count,hashtag_count,mention_count,url_count,hashtags,mentions,urls,has_images,has_external_link,has_media,emotion_score,is_reply,content_analyzed_at,indexed_at,reply_count,repost_count,like_count,political_leaning,polarization_confidence,left_keywords_count,right_keywords_count
at://did:plc:hxo5ss5y5p5wrhbxujcvru7w/app.bsky.feed.post/3m2d2ttluak2b,bafyreicqtddinq23jq67znlf6zsmhmb2l4bcncifqlwldznxruvbegbjvu,"‼️URGENT‼️

Just left the dept. They told me there is nothing that can be done since there’s no extensions in the state of Oregon, so the chances of being homeless just heightened again. I have $40 to my name….Please, if you see this, share or donate🤎🤎🤎

C/V: MSN99

#helpsky #mutualaid #boost",2025-10-03T21:58:27.746Z,msn99.bsky.social,did:plc:hxo5ss5y5p5wrhbxujcvru7w,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:18.144204+00:00,en,MSN99,"Writer, artist, AuDHD as hail

My Music ~> https://music.apple.com/us/album/fold/1643914519

Oregon🦆⛰️🍱",796,354,962,False,2023-05-15T18:42:14.009Z,https://cdn.bsky.app/img/avatar/plain/did:plc:hxo5ss5y5p5wrhbxujcvru7w/bafkreicylxsqhtssiw4o7uk3ssfrofzrfvjenisxaotnckpmgg3krbursy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:hxo5ss5y5p5wrhbxujcvru7w/bafkreieig2uawalh6o4dw4qfc4xkjtf2yc3dd2sn4rjf7j5hbbjbw74peu@jpeg,2025-10-03T22:17:18.144065+00:00,872,1.103211009174312,2.248587570621469,33.15,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:18.144191+00:00,2025-10-03T21:58:28.058Z,0,4,1,NEUTRAL,0.5,0,0
at://did:plc:rdrosvt7xhwebvgimsf6fdhq/app.bsky.feed.post/3m2d2vrpti22a,bafyreicygipx2vrgotgxllzstq77mn3bl4wys5krpmg3g6zozvib5phh3a,"To be fair, if you let just any suspicious character off of the street use your restroom, you’re opening yourself up to all kinds of potential abuse of public resources. 

Let them camp out in the city park, for god’s sake, if they are homeless and bathroom-less.",2025-10-03T21:59:32.888Z,rockymtnrambler.bsky.social,did:plc:rdrosvt7xhwebvgimsf6fdhq,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:18.006087+00:00,en,Rocky Mtn Rambler,,562,24,1154,False,2024-11-19T05:42:16.504Z,https://cdn.bsky.app/img/avatar/plain/did:plc:rdrosvt7xhwebvgimsf6fdhq/bafkreifq7eb6oqhsmrhxbt3q7plnwkc6ds2jjblv72cfl7to44ambkt7ea@jpeg,,2025-10-03T22:17:18.005818+00:00,318,3.6289308176100628,23.416666666666668,29.94,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:18.006003+00:00,2025-10-03T21:59:33.658Z,0,0,0,RIGHT,1.0,0,1
at://did:plc:v44pih63tbhq7qspgdhuxjkg/app.bsky.feed.post/3m2d2ybrutc2l,bafyreifjpilsfknypdjxvzkp5hvfdp7mgyezezemeehfqfkcm4l4yyugxy,"Hi. 
This isn’t getting better. 
It won’t be getting better anytime soon. 
I’m just doing a lot of stalling. 
That is your unemployment and homeless update. 
Carry on with your regularly scheduled TikTok video watching. 
It’s fine. Everything is fine.

750 days and counting...",2025-10-03T22:00:56.841Z,ryaninmpls.bsky.social,did:plc:v44pih63tbhq7qspgdhuxjkg,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.865610+00:00,en,Ryan in Minneapolis,"Moderator for the Fan-run discord server of APM/Marketplace's podcast ""Make Me Smart""
Partner,  developer, photographer at d3photography.com
Supporter of many civil rights causes including equal pay, equal rights, LGBTQIA+ and many more.

Proud Minnesotan.",45,39,236,False,2023-12-31T16:46:12.339Z,https://cdn.bsky.app/img/avatar/plain/did:plc:v44pih63tbhq7qspgdhuxjkg/bafkreia66p7xpgqvksltalejph6s3uyn4xksodmtkusg7wwpb6l4ljmk4e@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:v44pih63tbhq7qspgdhuxjkg/bafkreifl5uz4f7czwpb27tcvlgdpkpkxfamiz2l44uj6csuuhrks7erqge@jpeg,2025-10-03T22:17:17.865507+00:00,642,0.367601246105919,1.1538461538461537,17.58,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.865602+00:00,2025-10-03T22:00:57.065Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:gi6gydeibb64wvhwm6tehjht/app.bsky.feed.post/3m2d2ygnzxl2c,bafyreihci4ncr2tsym6kce6bgzklhvhntocexxizjgngtw7yb25aow33r4,"Chch homeless people living on church grounds forced to leave

https://www.newsbeep.com/162378/

A church community worker is heartbroken a group of homeless people living on the church’s grounds are being…",2025-10-03T22:00:57+00:00,newsbeep.bsky.social,did:plc:gi6gydeibb64wvhwm6tehjht,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.724674+00:00,en-US,,,131,6,52133,False,2025-07-12T12:54:35.430Z,https://cdn.bsky.app/img/avatar/plain/did:plc:gi6gydeibb64wvhwm6tehjht/bafkreih3j4ssiwz2irkokdcaruqfxoewqx5pszvxrwwp2lxyub7yrewybe@jpeg,,2025-10-03T22:17:17.724587+00:00,83,628.1084337349398,21.833333333333332,21.22,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.724668+00:00,2025-10-03T22:01:03.666Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:exgblb25mllb7gyfxs73vcp3/app.bsky.feed.post/3m2d2zuc3lc2k,bafyreibdidvtenbkx3scnniai3x74xg3ovvhbz22u3gvhczodbzit2i56e,It wouldnt be only at night with 5 people who look a bit homeless. 😒 Seriously I think they are instigating the fights.,2025-10-03T22:01:49.800Z,energetic-nova.bsky.social,did:plc:exgblb25mllb7gyfxs73vcp3,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.582572+00:00,en,Energetic Nova,"I frustrate easily but I’m sincere

I need to stay away from contentious politics cause my mental health

SW Washington

Mentally ill disabled PDA Autistic adhd and sleep disordered on SSI. Bi married 🏳️‍⚧️. 

Watching movies on Tubi. Mostly love horror movies",2734,1033,110416,False,2023-08-18T21:35:41.564Z,https://cdn.bsky.app/img/avatar/plain/did:plc:exgblb25mllb7gyfxs73vcp3/bafkreicklyrgmj36cnve4lqn7lvdbdrm7uwrbeoxck4biob7x2brnzkkia@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:exgblb25mllb7gyfxs73vcp3/bafkreid72gacmyy3htcp6svntsre2wotkokt2xlh2yivwvre5meqlz5bbu@jpeg,2025-10-03T22:17:17.582439+00:00,777,142.1055341055341,2.6466602129719266,34.49,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.582557+00:00,2025-10-03T22:01:50.479Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:jb2q4yqmgpmefxd4xx66gepm/app.bsky.feed.post/3m2d36a7pr22u,bafyreidmcngc3c7u4jibpgtise75rcfrwgoqtun2iili7ez6vsumyr73tu,"it's just visible homeless people, that's all it is",2025-10-03T22:04:16.525Z,golikehellmachine.com,did:plc:jb2q4yqmgpmefxd4xx66gepm,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.442304+00:00,en,GHOULLIKEHELLMACHINE,"anarchist hellscape warlord arbitration consultant. drummer in tragic lovers. writes WORK IS FOUR LETTERS, DOGE IS FOUR LETTERS, poster emeritus for NORMAL MEN.

https://golikehellmachine.com

https://normalmenpodcast.com

https://tragiclovers.bandcamp.com",37998,794,72738,False,2023-04-13T05:48:48.827Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jb2q4yqmgpmefxd4xx66gepm/bafkreihqsea6uiooqjyij6r6ghfjsfxev2db7gknilwyiugmztvkds7omy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jb2q4yqmgpmefxd4xx66gepm/bafkreif5vkfagua3lsafyczbifckbjd7gtupwsu2j5qmjg3d2cdcae5ppq@jpeg,2025-10-03T22:17:17.442227+00:00,904,80.46238938053098,47.85642317380353,48.41,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.442296+00:00,2025-10-03T22:04:17.059Z,1,0,19,NEUTRAL,0.5,0,0
at://did:plc:7rzsztp2vywxubwm7kxcc6sk/app.bsky.feed.post/3m2d36a7rpk2b,bafyreiccl6q4c3mdvfeabojjz4pzczxxas6fgiyqpr6vavnuzc3et6nuiu,"Now tell me again why we need to stop talking about trans people and homeless people.  This is what’s happening now. Being fired for being out. Again. Next: Blacks,Jews, women, disabled people. We’ve seen it before.",2025-10-03T22:04:16.527Z,naomisiegel.bsky.social,did:plc:7rzsztp2vywxubwm7kxcc6sk,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.297805+00:00,en,Naomi Weisberg Siegel,"Proud woman, Jew, liberal, BIPOC and LGBTQA+ ally, and member of the resistance. 

""Speak out now before no one is left to speak out."" Martin Neimöller

""You are not required to complete the task, but neither may you desist from it."" Rabbi Tarfon ",1065,117,692,False,2024-11-19T00:59:43.904Z,https://cdn.bsky.app/img/avatar/plain/did:plc:7rzsztp2vywxubwm7kxcc6sk/bafkreibbowphzx2y3zqhu5kbv6576squu4ym67xt75sphedamtzbzydg6a@jpeg,,2025-10-03T22:17:17.297719+00:00,318,2.1761006289308176,9.102564102564102,37.97,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.297798+00:00,2025-10-03T22:04:16.758Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:jaekdrzg4vtyd5ybncmaewew/app.bsky.feed.post/3m2d3co5wds2f,bafyreieye2yor3rlnqedguvczb5chf3u7byrxq5mnmucgedmsix3j7axpq,"So you hate trans and homeless people?

Gavin does.",2025-10-03T22:06:45.363Z,aiguitarist.bsky.social,did:plc:jaekdrzg4vtyd5ybncmaewew,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:17.143566+00:00,en,Ava Rose-Shirley🏳️‍🌈🏳️‍⚧️🎼🎸🌎☮️🗣️,"Irreverent Trans Muse Brit-Yank Guitar Maestra in rainbow toe socks. 

I’ve been here for 35 years, and I must say, we can do better

This ain’t a crashout, it’s a goddamn authenticity race!",919,887,9515,False,2025-01-25T23:31:58.142Z,https://cdn.bsky.app/img/avatar/plain/did:plc:jaekdrzg4vtyd5ybncmaewew/bafkreiezpn5cfurgz2fowwxkb4ojbsrq2rhybi5xx2xtbo5oywvljiq23a@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jaekdrzg4vtyd5ybncmaewew/bafkreia3qpfzavwlfrjnocozyr5jwrme2wn7u6n4zqr47uqen6xofacliu@jpeg,2025-10-03T22:17:17.143472+00:00,250,38.06,1.036076662908681,30.12,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:17.143559+00:00,2025-10-03T22:06:46.058Z,1,0,1,NEUTRAL,0.5,0,0
at://did:plc:7t2yjjyzfux5mutq6lsa6orf/app.bsky.feed.post/3m2d3fb76l224,bafyreicjo6kd3bdodfmmwgcgtsfsn6jiswzq7v5u6bslcd2igpzch6gm5m,There is a guy on Tiktok who is doing vids showing problems about how bad Portland is.  He makes it look bad due to the homeless and drug addicts on the streets.  He wants the Army to come in and clean it all up.,2025-10-03T22:08:12.437Z,throwaway221.bsky.social,did:plc:7t2yjjyzfux5mutq6lsa6orf,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.993285+00:00,en,Meh,,57,18,410,False,2024-11-18T02:24:10.422Z,https://cdn.bsky.app/img/avatar/plain/did:plc:7t2yjjyzfux5mutq6lsa6orf/bafkreiemmlyyazovcn6h6uorakbvkzsqd3vs43hkcyz3ablwngzeeuzp5y@jpeg,,2025-10-03T22:17:16.993193+00:00,319,1.2852664576802508,3.1666666666666665,18.33,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.993277+00:00,2025-10-03T22:08:13.466Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:d6qdsedi2upsda2hxmxlphce/app.bsky.feed.post/3m2d3hzwb5s2c,bafyreih3jaggrilzvb5rzic3ujmidn7jvejsgk54uuyypizpbhtn7cink4,"Very true. Hence a passionate group of people opposed to any kind of light rail, because homeless people from Portland might ride it to Camas.",2025-10-03T22:09:45.468Z,scarequotes.com,did:plc:d6qdsedi2upsda2hxmxlphce,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.848970+00:00,en,James Callan,"Moviegoer, movie lover. PNW denizen. UX content worker. Word nerd. Ich spreche ein wenig Deutsch. Handy on a trivia team. Hard cider, iced tea. he/him, cis

Letterboxd: https://boxd.it/xrv",2256,813,4557,False,2023-05-23T23:13:33.778Z,https://cdn.bsky.app/img/avatar/plain/did:plc:d6qdsedi2upsda2hxmxlphce/bafkreiadcofgsgwx4bhnu2erqyxaqnobnjoxakyi5egbsgh7mfciwdxpei@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:d6qdsedi2upsda2hxmxlphce/bafkreifctq67g5nxprmfwbkhcb46x76c442ggzyrdoo6xyq5bag5e5tggm@jpeg,2025-10-03T22:17:16.848877+00:00,863,5.280417149478563,2.774907749077491,36.01,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.848961+00:00,2025-10-03T22:09:46.271Z,1,0,5,NEUTRAL,0.5,0,0
at://did:plc:h3y7rhw6ao6nk5mmuskplxco/app.bsky.feed.post/3m2d3nyoxqk2u,bafyreianqzopadngblet4e6xog2sn3kpzthk3m3fwwvsov52by4pgafrva,www.cbc.ca/news/canada/... #housing #Healthcare #homeless #cdnpoli #ONpoli #TOpoli,2025-10-03T22:13:05.506Z,brainiackim.bsky.social,did:plc:h3y7rhw6ao6nk5mmuskplxco,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.697603+00:00,en,Brainiac Kim ,"Canadian from Toronto. Political & news junkie. Work in law, worked on Parliament Hill & Toronto City Council. Loves volunteering to improve the community & world. Advocate for social justice, diversity, equity, inclusion & accessibility. Progressive",1195,310,8563,False,2024-11-24T03:32:35.946Z,https://cdn.bsky.app/img/avatar/plain/did:plc:h3y7rhw6ao6nk5mmuskplxco/bafkreier6ooh65m5cfkmueogubhpko64jwwe2gjc7yay7vuqjfjoxiamiq@jpeg,,2025-10-03T22:17:16.697465+00:00,313,27.357827476038338,3.8548387096774195,31.48,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.697594+00:00,2025-10-03T22:13:10.059Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:akmjhr6s2zx5hbgxfqyxlh23/app.bsky.feed.post/3m2d3okz4lc2x,bafyreiev6riibtevwupdmu5el5m5r3ysqishmnhdiuqmjkg2v2ceptn6bm,"like... bitches you realize there's a foot path across the bridge right

homeless people can get here now",2025-10-03T22:13:24.714Z,redoubters.bsky.social,did:plc:akmjhr6s2zx5hbgxfqyxlh23,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.544760+00:00,en,Astreia,"Aspiring fantasy novelist. Hate Nazis. Liberal democracy is the worst system of government that has ever been tried, except for all the others. Suffering NY Giants fan. Brimstone main but I can't really aim.",1170,481,13309,False,2024-11-14T08:56:38.676Z,https://cdn.bsky.app/img/avatar/plain/did:plc:akmjhr6s2zx5hbgxfqyxlh23/bafkreibro2yqbh5uq4lt72ftajgju26n6m5ciloeemtgb7jvractdhhcpe@jpeg,,2025-10-03T22:17:16.544694+00:00,323,41.204334365325074,2.4324324324324325,31.13,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.544753+00:00,2025-10-03T22:13:25.958Z,0,0,1,NEUTRAL,0.5,0,0
at://did:plc:d2ylulcvdsofafblz6ytxdqv/app.bsky.feed.post/3m2d3swtyuk2j,bafyreihavef6zph7t37fucdj7mis5pczalaqnq7q4qmzkfh5l4jtbmwuei,"I think in North America we use the homeless as a warning to the poors to keep their little heads down & noses to the grindstone.
Housing the houseless is considered lefty but In Finland it was the centre-right to right politicians who championed housing the houseless bc it saved taxpayers millions.",2025-10-03T22:15:51.347Z,alisoncreekside.bsky.social,did:plc:d2ylulcvdsofafblz6ytxdqv,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.406450+00:00,en,Alison Creekside,Settler on the Salish Sea,972,502,1359,False,2023-10-04T17:06:50.681Z,https://cdn.bsky.app/img/avatar/plain/did:plc:d2ylulcvdsofafblz6ytxdqv/bafkreid4lvyugf4mvpuhuq674fezcpzrftd3yl6swrmpc5vtrbd7dtehla@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:d2ylulcvdsofafblz6ytxdqv/bafkreibznfr5vln6eyvcppe2vndotjgcuibcwvfeazme3h3nayyxx5zfvi@jpeg,2025-10-03T22:17:16.406356+00:00,730,1.8616438356164384,1.9362549800796813,33.46,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.406443+00:00,2025-10-03T22:15:50.262Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:i6vusvyzi3wgoofzmfquwlbx/app.bsky.feed.post/3m2d3tvz62c22,bafyreid46tdve3wswpfvkctbgl6cqnv5hjtqvshymcdhsqyytc4vkc5e3m,"NO FASCIST TAKEOVERS!
No Military Occupation of Our Cities!
Hands Off Our Youth!
No Nazi Cleansing of “The Homeless!”
The trump maga Project2025 fascist regime Must Go Now!

#trumpsAnEvilUglyLyingCheatingSchemingCriminalPedoPOSScumbagSOB

@refusefascism.bsky.social

refusefascism.org/featured-new...",2025-10-03T22:16:18.560Z,fritzjamoke.bsky.social,did:plc:i6vusvyzi3wgoofzmfquwlbx,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.258074+00:00,en,fritz jamoke,"I despise trump & all who enable, support & normalize that evil ugly lying cheating criminal pedo rapist traitorous scumbag pos sob",9805,11438,5564,False,2024-11-14T19:14:44.621Z,https://cdn.bsky.app/img/avatar/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreigsvqhayq27t4hcka2fdzihco6vyw7tbrn2ttohuh65fsrjjtm2hy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:i6vusvyzi3wgoofzmfquwlbx/bafkreibbv6pppbpaf3fssp6fhcdfxmrongfyf5jcarfit6wmv4kestmw5e@jpeg,2025-10-03T22:17:16.257966+00:00,323,17.226006191950464,0.8572302850148628,48.73,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.258067+00:00,2025-10-03T22:16:31.681Z,1,0,0,RIGHT,1.0,0,1
at://did:plc:ibd6v5k76z2wmqbctbxm2wne/app.bsky.feed.post/3m2d3ucaap226,bafyreibjvkaepitiohzkltc3ho4t4n5a6wtrsxjqomnj6c62nu27vnzlxu,I hope a future President orders the director of Trump's Presidential Library to gift everything in the museum to homeless shelters across the country for fund raising purposes.,2025-10-03T22:16:36.836Z,ddling.bsky.social,did:plc:ibd6v5k76z2wmqbctbxm2wne,homeless,homeless,search_api,quicktest_20251003_181715,2025-10-03T22:17:16.114499+00:00,en,David Ling,"Husband, dad, grandad, dog lover, amateur musician, retired physicist/engineer/teacher, UMich grad, Harvard Physics PhD, U Chicago post-doc, IBM Research, ex-WHS faculty. Son of 2 KU profs.",58,73,147,False,2024-11-10T15:13:45.180Z,https://cdn.bsky.app/img/avatar/plain/did:plc:ibd6v5k76z2wmqbctbxm2wne/bafkreibmwjd5be6gcry5jp2nl4xj5vrwroi4grv2rftnpe6lag7by64cga@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ibd6v5k76z2wmqbctbxm2wne/bafkreib2yd6rzmh335gdxnes4gaerwyu5w3q56fxycwhk46dnz6muo465u@jpeg,2025-10-03T22:17:16.114259+00:00,327,0.44954128440366975,0.7945205479452054,19.68,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:17:16.114490+00:00,2025-10-03T22:16:37.666Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:yw76dt2zpsdswxkzzxus4gpm/app.bsky.feed.post/3m2d4fbvimc24,bafyreihj4sthsvkukhc4wkyjeyvxxr73ihlgneqgdlwigbchec4ne4lqhq,"Okay, then explain the homeless encampments he ordered to be torn down in the middle of winter, or the ones in the middle of summer, or the ones that he had torn down several times, or his voting to send unhoused people to neighboring states. Got an answer for any of that?",2025-10-03T22:26:06.908Z,penelleopedreadful.bsky.social,did:plc:yw76dt2zpsdswxkzzxus4gpm,homeless,homeless,search_api,test_20251003_184819,2025-10-03T22:48:23.857874+00:00,en,Penèlléope DreⒶdful,"Mixed-genre fiction author
(sci-fi/fantasy/horror/romance/comedy/historical/etc.)
This is where I post updates about the books I'm writing, when they're being released, book related events, book signings, & sometimes my personal stuff 🚫DMs 🚫MAGA #FUCKTRUMP",43,23,45,False,2025-09-26T08:30:26.746Z,https://cdn.bsky.app/img/avatar/plain/did:plc:yw76dt2zpsdswxkzzxus4gpm/bafkreicf43a5ehkhz6rvpstpyfqlunf7z56464hvkgjcvms77qi2mhdx5y@jpeg,,2025-10-03T22:48:23.857763+00:00,7,6.428571428571429,1.8695652173913044,21.21,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:48:23.857865+00:00,2025-10-03T22:26:06.861Z,1,0,1,NEUTRAL,0.5,0,0
at://did:plc:lhflm3r3ucdubfvxs6aepgnl/app.bsky.feed.post/3m2d4mtcpki2o,bafyreiabu4xxjmlxbstmv4vu7p2szpy44fmw6up4lb7ugopnsilsxq7h4y,"The Utah Homeless Services Board is considering a framework to enact President Donald Trump’s controversial executive order issued in July, titled “Ending Crime and Disorder on America’s Streets,” report @utahnewsdispatch.com and @statesnewsroom.com",2025-10-03T22:30:18.752Z,seanibus.bsky.social,did:plc:lhflm3r3ucdubfvxs6aepgnl,homeless,homeless,search_api,test_20251003_184819,2025-10-03T22:48:23.707143+00:00,en,Sean Scully,Western National Editor for States Newsroom. Former editor of the Napa Valley Register. Journalist. History fan. Lover of beer. Possibly not in that order.,2140,238,2746,False,2023-12-14T16:00:40.641Z,https://cdn.bsky.app/img/avatar/plain/did:plc:lhflm3r3ucdubfvxs6aepgnl/bafkreihgkilh4sewmbbrhqsjxrjolx5psbqyuqdzd24r6dqxawmzxgetjq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:lhflm3r3ucdubfvxs6aepgnl/bafkreidntmtfilysoolzs62mewsk7k3rj4vw3mk437fedd6a2pbtf7yjae@jpeg,2025-10-03T22:48:23.707023+00:00,659,4.166919575113809,8.991596638655462,37.2,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:48:23.707133+00:00,2025-10-03T22:30:20.459Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:a56dbiks5wmzacs5hsdsxw55/app.bsky.feed.post/3m2d4vh2ukw24,bafyreiddkp22vf3qnceo4yentr7wiyihevfbdlrnpa6pegbxoojghhizk4,"Seattle residents report encampments in record numbers
https://www.seattletimes.com/seattle-news/homeless/seattle-residents-report-encampments-in-record-numbers/",2025-10-03T22:35:08.878Z,mm-hacker-news.bsky.social,did:plc:a56dbiks5wmzacs5hsdsxw55,homeless,homeless,search_api,test_20251003_184819,2025-10-03T22:48:22.828779+00:00,en,Hacker News,"A selection of New and Top stories from Hacker News Y Combinator.
https://news.ycombinator.com/

Curated by @marcomaroni.it",433,1,15522,False,2024-07-03T05:52:44.678Z,https://cdn.bsky.app/img/avatar/plain/did:plc:a56dbiks5wmzacs5hsdsxw55/bafkreicviq4x3bgluowczgnvnukf4mvmvfanht5ex6tm3vfhwzoboon5pq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:a56dbiks5wmzacs5hsdsxw55/bafkreihyuyqszg6g2qf6h3k4fjn3kh7r53cnpfwhhwfe662esrug4jlpjy@jpeg,2025-10-03T22:48:22.828660+00:00,457,33.96498905908096,433.0,26.51,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:48:22.828768+00:00,2025-10-03T22:35:09.364Z,0,0,0,NEUTRAL,0.5,0,0
at://did:plc:qfwinostecndnbvwwunsmihi/app.bsky.feed.post/3m2d4vm5zfc23,bafyreid7k7ckqoyxxqwz2eta42rckcasovw2xrjxsmp5o5f3s7jzxdsemu,"and yet if you go to any homeless shelter or human rights NGO you will find a lot of other Christians, and there's no reason to believe the worst people in it are the surest representation of the tradition.",2025-10-03T22:35:14.546Z,beijingpalmer.bsky.social,did:plc:qfwinostecndnbvwwunsmihi,homeless,homeless,search_api,test_20251003_184819,2025-10-03T22:48:22.683122+00:00,en,BeijingPalmer,"Deputy editor at Foreign Policy, China nerd, gaming nerd, reads a lot",39220,640,20608,False,2023-04-22T02:31:16.985Z,https://cdn.bsky.app/img/avatar/plain/did:plc:qfwinostecndnbvwwunsmihi/bafkreif7ppftj3ykl4lkb2qpcjitxrgouniqrwxcz3fhqiardyviipxaea@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:qfwinostecndnbvwwunsmihi/bafkreifm4pzufdvgolywbai6ub4meiik6bfbax22dvcjztx7jzry5g5xi4@jpeg,2025-10-03T22:48:22.682998+00:00,895,23.025698324022347,61.28125,55.45,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:48:22.683111+00:00,2025-10-03T22:35:14.860Z,0,0,1,NEUTRAL,0.5,0,0
at://did:plc:qjjofj776pds5czoajdarmgc/app.bsky.feed.post/3m2d54e5hfs2z,bafyreick2mkhvawtbpwgprwz3r6ps7fvpqqp234pdbtaecmdko7c3f55fy,Video- Homeless friends johnchiarello.blogspot.com/2025/10/vide...,2025-10-03T22:39:01.017Z,ccoutreach.bsky.social,did:plc:qjjofj776pds5czoajdarmgc,homeless,homeless,search_api,test_20251003_184819,2025-10-03T22:48:22.458851+00:00,en,ccoutreach87 ,Retired firefighter teach n outreach to homeless. Never take money all teachings free to download from my sites. All links I share are original content by me John Chiarello they are safe. Born Hoboken NJ across the Hudson from NYC live CC TX.,383,2317,2000,False,2024-06-05T12:47:46.417Z,https://cdn.bsky.app/img/avatar/plain/did:plc:qjjofj776pds5czoajdarmgc/bafkreidpj7hfqain4gqr2juzmvngoacfwn66y26nkdroczmasni2nyfxpq@jpeg,,2025-10-03T22:48:22.458760+00:00,485,4.123711340206185,0.16529995684074233,26.8,0,0,0,0,0,[],[],[],False,False,False,0,False,2025-10-03T22:48:22.458844+00:00,2025-10-03T22:39:03.964Z,0,0,0,NEUTRAL,0.5,0,0
